Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB3 8, London",UB3 8,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB3 9, London",UB3 9,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 0, London",UB4 0,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 1, London",UB4 1,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 2, London",UB4 2,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 3, London",UB4 3,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 4, London",UB4 4,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 5, London",UB4 5,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 6, London",UB4 6,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 7, London",UB4 7,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 8, London",UB4 8,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,Dragons Peri Peri,burger,"173, Staines Road, UB4 9, London",UB4 9,https://www.dragonsperiperi.co.uk/,,51.4664621,-0.3735962,OpenStreetMap,False,,
HIGH,Cooking Oil,East & West,burger,"TW13 2, London",TW13 2,,,51.4370943,-0.380635,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 0, London",TW5 0,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 1, London",TW5 1,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 2, London",TW5 2,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 3, London",TW5 3,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 4, London",TW5 4,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 5, London",TW5 5,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 6, London",TW5 6,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 7, London",TW5 7,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 8, London",TW5 8,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Farm Pizza,pizza,"325, Vicarage Farm Road, TW5 9, London",TW5 9,02087375731,https://www.farmpizza.co.uk/,51.4834135,-0.3809518,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 0, London",TW14 0,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 1, London",TW14 1,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 2, London",TW14 2,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 3, London",TW14 3,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 4, London",TW14 4,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 5, London",TW14 5,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 6, London",TW14 6,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 7, London",TW14 7,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 8, London",TW14 8,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Fook's House,chinese,"TW14 9, London",TW14 9,,,51.4573012,-0.4096535,OpenStreetMap,False,,
HIGH,Cooking Oil,Foose's Cottage,fast_food,"TW13 2, London",TW13 2,,,51.4368859,-0.3801831,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 0, London",TW13 0,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 1, London",TW13 1,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 3, London",TW13 3,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 4, London",TW13 4,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 5, London",TW13 5,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 6, London",TW13 6,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 7, London",TW13 7,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
HIGH,Cooking Oil,Frankie Fish and Chips,british,"230, Uxbridge Road, TW13 8, London",TW13 8,+442088900260,https://frankiefishchips.co.uk/,51.4460065,-0.4000872,OpenStreetMap,False,,
