Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 3, London",KT2 3,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,pakistani;coffee_shop,"Market Place, KT2 4, London",KT2 4,,,51.4097644,-0.3064884,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 4, London",KT2 4,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,pakistani;coffee_shop,"Market Place, KT2 5, London",KT2 5,,,51.4097644,-0.3064884,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 5, London",KT2 5,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,pakistani;coffee_shop,"Market Place, KT2 6, London",KT2 6,,,51.4097644,-0.3064884,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 6, London",KT2 6,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,pakistani;coffee_shop,"Market Place, KT2 7, London",KT2 7,,,51.4097644,-0.3064884,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 7, London",KT2 7,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,pakistani;coffee_shop,"Market Place, KT2 8, London",KT2 8,,,51.4097644,-0.3064884,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 8, London",KT2 8,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,pakistani;coffee_shop,"Market Place, KT2 9, London",KT2 9,,,51.4097644,-0.3064884,OpenStreetMap,False,,
HIGH,Cooking Oil,Chilli Cha Cha,indian;rice;curry;lamb;takeaway;delivery,"Unit 27, Ancient Market, KT2 9, London",KT2 9,+44 7928 913347,,51.4096718,-0.3063941,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 0, London",SW20 0,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 1, London",SW20 1,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 2, London",SW20 2,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 3, London",SW20 3,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 4, London",SW20 4,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 5, London",SW20 5,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 6, London",SW20 6,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 7, London",SW20 7,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 8, London",SW20 8,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Crystal Chinese,chinese,"413, Kingston Road, SW20 9, London",SW20 9,+44 20 8543 5365,https://www.crystaltakeaway.co.uk/,51.408896,-0.2155351,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"15, High Street, KT3 0, London",KT3 0,,,51.4028929,-0.2566948,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 3, London",KT4 3,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 4, London",KT4 4,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 5, London",KT4 5,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 6, London",KT4 6,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 7, London",KT4 7,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 8, London",KT4 8,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"119, Central Road, KT4 9, London",KT4 9,,,51.3787645,-0.2423701,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"1, Central Parade, KT6 3, London",KT6 3,,,51.3933004,-0.3034476,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT1 2, London",KT1 2,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT1 3, London",KT1 3,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT1 4, London",KT1 4,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT1 5, London",KT1 5,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT1 8, London",KT1 8,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 0, London",KT2 0,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 1, London",KT2 1,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 2, London",KT2 2,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 3, London",KT2 3,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 4, London",KT2 4,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 5, London",KT2 5,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 6, London",KT2 6,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 7, London",KT2 7,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 8, London",KT2 8,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Eden Kebab,kebab,"50, Eden Street, KT2 9, London",KT2 9,+44 20 8546 6169,https://eden-kebab-kingston.business.site/,51.4091055,-0.3033197,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 0, London",SW20 0,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 1, London",SW20 1,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 2, London",SW20 2,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 3, London",SW20 3,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 4, London",SW20 4,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 5, London",SW20 5,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 6, London",SW20 6,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 7, London",SW20 7,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 8, London",SW20 8,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Favorite Chicken & Ribs,chicken,"SW20 9, London",SW20 9,,https://favorite.co.uk/store-finder/favorite-chicken-ribs-raynes-park.html,51.4094233,-0.2296524,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT1 2, London",KT1 2,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT1 3, London",KT1 3,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT1 4, London",KT1 4,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT1 5, London",KT1 5,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT1 8, London",KT1 8,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 0, London",KT2 0,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 1, London",KT2 1,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 2, London",KT2 2,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 3, London",KT2 3,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 4, London",KT2 4,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 5, London",KT2 5,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 6, London",KT2 6,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 7, London",KT2 7,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 8, London",KT2 8,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"Clarence Street, KT2 9, London",KT2 9,,https://restaurants.fiveguys.co.uk/greater-london/the-rotunda-unit-2-clarence-st,51.4121895,-0.300071,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT1 2, London",KT1 2,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT1 3, London",KT1 3,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT1 4, London",KT1 4,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT1 5, London",KT1 5,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT1 8, London",KT1 8,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 0, London",KT2 0,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 1, London",KT2 1,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 2, London",KT2 2,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 3, London",KT2 3,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 4, London",KT2 4,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 5, London",KT2 5,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 6, London",KT2 6,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 7, London",KT2 7,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 8, London",KT2 8,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"55-57, Clarence Street, KT2 9, London",KT2 9,,https://www.francomanca.co.uk/restaurants/kingston/,51.4110002,-0.3037411,OpenStreetMap,False,,
HIGH,Cooking Oil,GC Kitchen,chinese,"148, Merton Hall Road, SW20 0, London",SW20 0,02085408313,https://www.gckitchen.com/,51.4111519,-0.2094857,OpenStreetMap,False,,
