Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
HIGH,Cooking Oil,Beresfords,fish_and_chips;chicken;nepalese;burger,"SE18 3, London",SE18 3,,,51.4911205,0.0687374,OpenStreetMap,False,,
HIGH,Cooking Oil,Beresfords,fish_and_chips;chicken;nepalese;burger,"SE18 7, London",SE18 7,,,51.4911205,0.0687374,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 0, London",SE8 0,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 1, London",SE8 1,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 2, London",SE8 2,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 3, London",SE8 3,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 4, London",SE8 4,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 5, London",SE8 5,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 6, London",SE8 6,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 7, London",SE8 7,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 8, London",SE8 8,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE8 9, London",SE8 9,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE10 1, London",SE10 1,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE10 3, London",SE10 3,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Big Red Pizza,pizza,"30, Deptford Church Street, SE10 7, London",SE10 7,,,51.476077,-0.0226427,OpenStreetMap,False,,
HIGH,Cooking Oil,Blackheath Fish and Chips,fish_and_chips,"1, Tranquil Vale, SE3 4, London",SE3 4,,,51.4657759,0.009345,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"127-129, Eltham High Street, SE9 0, London",SE9 0,+44 20 8850 9863,https://locations.burgerking.co.uk/london/127-129-eltham-high-street,51.4508344,0.0553455,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"127-129, Eltham High Street, SE9 1, London",SE9 1,+44 20 8850 9863,https://locations.burgerking.co.uk/london/127-129-eltham-high-street,51.4508344,0.0553455,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"127-129, Eltham High Street, SE9 2, London",SE9 2,+44 20 8850 9863,https://locations.burgerking.co.uk/london/127-129-eltham-high-street,51.4508344,0.0553455,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"127-129, Eltham High Street, SE9 7, London",SE9 7,+44 20 8850 9863,https://locations.burgerking.co.uk/london/127-129-eltham-high-street,51.4508344,0.0553455,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"127-129, Eltham High Street, SE9 9, London",SE9 9,+44 20 8850 9863,https://locations.burgerking.co.uk/london/127-129-eltham-high-street,51.4508344,0.0553455,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 0, London",SE10 0,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 2, London",SE10 2,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 4, London",SE10 4,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 5, London",SE10 5,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 6, London",SE10 6,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 8, London",SE10 8,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,Burger King,burger,"61, Bugsby's Way, SE10 9, London",SE10 9,,,51.4902023,0.0129845,OpenStreetMap,False,,
HIGH,Cooking Oil,CLV Pizza & Grill,pizza;burger;kebab,"36, Floyd Road, SE7 1, London",SE7 1,,,51.4868165,0.0339403,OpenStreetMap,False,,
HIGH,Cooking Oil,CLV Pizza & Grill,pizza;burger;kebab,"36, Floyd Road, SE7 3, London",SE7 3,,,51.4868165,0.0339403,OpenStreetMap,False,,
HIGH,Cooking Oil,CLV Pizza & Grill,pizza;burger;kebab,"36, Floyd Road, SE7 5, London",SE7 5,,,51.4868165,0.0339403,OpenStreetMap,False,,
HIGH,Cooking Oil,CLV Pizza & Grill,pizza;burger;kebab,"36, Floyd Road, SE7 8, London",SE7 8,,,51.4868165,0.0339403,OpenStreetMap,False,,
HIGH,Cooking Oil,Cafe Raj,indian,"69, Well Hall Road, SE9 0, London",SE9 0,,,51.4582024,0.0497262,OpenStreetMap,False,,
HIGH,Cooking Oil,Cafe Raj,indian,"69, Well Hall Road, SE9 2, London",SE9 2,,,51.4582024,0.0497262,OpenStreetMap,False,,
HIGH,Cooking Oil,Cafe Raj,indian,"69, Well Hall Road, SE9 7, London",SE9 7,,,51.4582024,0.0497262,OpenStreetMap,False,,
HIGH,Cooking Oil,Cafe Raj,indian,"69, Well Hall Road, SE9 8, London",SE9 8,,,51.4582024,0.0497262,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE3 8, London",SE3 8,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE10 0, London",SE10 0,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE10 2, London",SE10 2,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE10 4, London",SE10 4,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE10 6, London",SE10 6,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE10 8, London",SE10 8,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Castellano's Pizza,pizza,"139, Woolwich Road, SE10 9, London",SE10 9,+447359049806,https://www.castellanospizza.com/,51.486245,0.0137878,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 0, London",SE8 0,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 1, London",SE8 1,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 2, London",SE8 2,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 3, London",SE8 3,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 4, London",SE8 4,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 5, London",SE8 5,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 6, London",SE8 6,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 7, London",SE8 7,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 8, London",SE8 8,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE8 9, London",SE8 9,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Chaconia Caibbean Cuisine,caribbean,"26, Deptford High Street, SE10 7, London",SE10 7,+44 20 8692 8815,,51.4757162,-0.0258048,OpenStreetMap,False,,
HIGH,Cooking Oil,Charcoal Grill,pizza,"48, SE9 0, London",SE9 0,,,51.4509771,0.0507708,OpenStreetMap,False,,
HIGH,Cooking Oil,Charcoal Grill,pizza,"48, SE9 7, London",SE9 7,,,51.4509771,0.0507708,OpenStreetMap,False,,
HIGH,Cooking Oil,Charcoal Grill,pizza,"48, SE9 9, London",SE9 9,,,51.4509771,0.0507708,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 0, London",SE7 0,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 1, London",SE7 1,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 3, London",SE7 3,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 4, London",SE7 4,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 5, London",SE7 5,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 7, London",SE7 7,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 8, London",SE7 8,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Charlton Kebab House,fast_food,"41, Charlton Church Lane, SE7 9, London",SE7 9,,,51.4863712,0.0325497,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 0, London",SE3 0,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 1, London",SE3 1,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 2, London",SE3 2,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 3, London",SE3 3,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 5, London",SE3 5,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 6, London",SE3 6,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 7, London",SE3 7,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE3 8, London",SE3 8,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE7 0, London",SE7 0,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE7 4, London",SE7 4,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE7 6, London",SE7 6,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE7 7, London",SE7 7,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken Experts,burger;chicken,"164, Westcombe Hill, SE7 9, London",SE7 9,+44 20 8305 0890,https://www.chickenexpert.co.uk,51.4781168,0.0189963,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken World,fast_food,"11, Plumstead Road, SE18 3, London",SE18 3,,,51.4909422,0.0713084,OpenStreetMap,False,,
HIGH,Cooking Oil,Chicken World,fast_food,"11, Plumstead Road, SE18 7, London",SE18 7,,,51.4909422,0.0713084,OpenStreetMap,False,,
HIGH,Cooking Oil,Chutney Tandoori,indian,"11, Blackheath Road, SE10 1, London",SE10 1,,,51.4739701,-0.0201454,OpenStreetMap,False,,
HIGH,Cooking Oil,Chutney Tandoori,indian,"11, Blackheath Road, SE10 3, London",SE10 3,,,51.4739701,-0.0201454,OpenStreetMap,False,,
HIGH,Cooking Oil,Chutney Tandoori,indian,"11, Blackheath Road, SE10 7, London",SE10 7,,,51.4739701,-0.0201454,OpenStreetMap,False,,
HIGH,Cooking Oil,Coban's Kitchen,turkish;mediterranean,"56 - 60, Eltham High Street, SE9 0, London",SE9 0,,,51.4508287,0.051155,OpenStreetMap,False,,
HIGH,Cooking Oil,Coban's Kitchen,turkish;mediterranean,"56 - 60, Eltham High Street, SE9 7, London",SE9 7,,,51.4508287,0.051155,OpenStreetMap,False,,
HIGH,Cooking Oil,Coban's Kitchen,turkish;mediterranean,"56 - 60, Eltham High Street, SE9 9, London",SE9 9,,,51.4508287,0.051155,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE3 8, London",SE3 8,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE7 6, London",SE7 6,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE10 0, London",SE10 0,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE10 2, London",SE10 2,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE10 4, London",SE10 4,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE10 6, London",SE10 6,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE10 8, London",SE10 8,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Col Col's Seafood & Rolls Stall,seafood,"108, Woolwich Road, SE10 9, London",SE10 9,,,51.4862078,0.0172894,OpenStreetMap,False,,
HIGH,Cooking Oil,Craft London,british;pizza;cafe,"Peninsula Square, SE10 5, London",SE10 5,,,51.5004912,0.0053967,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 0, London",SE8 0,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 1, London",SE8 1,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 2, London",SE8 2,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 3, London",SE8 3,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 4, London",SE8 4,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 5, London",SE8 5,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 6, London",SE8 6,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 7, London",SE8 7,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 8, London",SE8 8,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE8 9, London",SE8 9,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Crosstown,donut,"5, SE10 3, London",SE10 3,+44 20 8050 1215,https://www.crosstown.co.uk/project/greenwich/,51.481701,-0.0093921,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 0, London",SE8 0,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 1, London",SE8 1,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 2, London",SE8 2,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 3, London",SE8 3,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 4, London",SE8 4,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 5, London",SE8 5,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 6, London",SE8 6,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 7, London",SE8 7,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 8, London",SE8 8,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE8 9, London",SE8 9,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Cutty Sark Cafe & Restaurant,burger;fish_and_chips;pizza,"38, Greenwich Church Street, SE10 3, London",SE10 3,+44 20 8293 4037,,51.4814239,-0.0098649,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE3 8, London",SE3 8,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE10 0, London",SE10 0,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE10 2, London",SE10 2,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE10 4, London",SE10 4,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE10 6, London",SE10 6,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE10 8, London",SE10 8,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Dixie Chicken,chicken,"27, Woolwich Road, SE10 9, London",SE10 9,,,51.486365,0.0084488,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE3 3, London",SE3 3,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE3 5, London",SE3 5,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE3 6, London",SE3 6,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE3 8, London",SE3 8,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"757, Woolwich Road, SE7 1, London",SE7 1,+44 20 3955 5554,https://www.dominos.co.uk/pizza-near-me/london/757-woolwich-road,51.4907744,0.0401293,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"757, Woolwich Road, SE7 3, London",SE7 3,+44 20 3955 5554,https://www.dominos.co.uk/pizza-near-me/london/757-woolwich-road,51.4907744,0.0401293,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"757, Woolwich Road, SE7 5, London",SE7 5,+44 20 3955 5554,https://www.dominos.co.uk/pizza-near-me/london/757-woolwich-road,51.4907744,0.0401293,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"757, Woolwich Road, SE7 8, London",SE7 8,+44 20 3955 5554,https://www.dominos.co.uk/pizza-near-me/london/757-woolwich-road,51.4907744,0.0401293,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9, Tudor Parade, SE9 0, London",SE9 0,,,51.4586141,0.0496469,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9, Tudor Parade, SE9 2, London",SE9 2,,,51.4586141,0.0496469,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9, Tudor Parade, SE9 7, London",SE9 7,,,51.4586141,0.0496469,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9, Tudor Parade, SE9 8, London",SE9 8,,,51.4586141,0.0496469,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE10 4, London",SE10 4,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE10 6, London",SE10 6,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"201, Trafalgar Road, SE10 9, London",SE10 9,,,51.4856836,0.0063657,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9-11, Love Lane, SE18 3, London",SE18 3,,,51.4890707,0.0665263,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9-11, Love Lane, SE18 6, London",SE18 6,,,51.4890707,0.0665263,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"9-11, Love Lane, SE18 7, London",SE18 7,,,51.4890707,0.0665263,OpenStreetMap,False,,
HIGH,Cooking Oil,EaTurkish,kebab,"172, Woolwich Road, SE3 8, London",SE3 8,+44 20 8465 5522,https://www.eaturkish.co.uk/,51.4866193,0.0202578,OpenStreetMap,False,,
