Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
HIGH,Cooking Oil,China Pearl,chinese,"205, Sandycombe Road, TW9 1, London",TW9 1,+44 20 8940 9711,,51.4722375,-0.2867464,OpenStreetMap,False,,
HIGH,Cooking Oil,China Pearl,chinese,"205, Sandycombe Road, TW9 4, London",TW9 4,+44 20 8940 9711,,51.4722375,-0.2867464,OpenStreetMap,False,,
HIGH,Cooking Oil,China Pearl,chinese,"205, Sandycombe Road, TW9 7, London",TW9 7,+44 20 8940 9711,,51.4722375,-0.2867464,OpenStreetMap,False,,
HIGH,Cooking Oil,China Pearl,chinese,"205, Sandycombe Road, TW9 9, London",TW9 9,+44 20 8940 9711,,51.4722375,-0.2867464,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 0, London",TW1 0,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 1, London",TW1 1,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 2, London",TW1 2,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 3, London",TW1 3,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 4, London",TW1 4,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 5, London",TW1 5,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 6, London",TW1 6,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 7, London",TW1 7,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 8, London",TW1 8,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"15, London Road, TW1 9, London",TW1 9,,,51.4470982,-0.3286499,OpenStreetMap,False,,
HIGH,Cooking Oil,Chipotle,mexican,"88-90, Putney High Street, SW15 6, London",SW15 6,,,51.4635894,-0.2158681,OpenStreetMap,False,,
HIGH,Cooking Oil,Chopstix,noodle,"92, Putney High Street, SW15 6, London",SW15 6,,,51.4635373,-0.2159525,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 0, London",TW1 0,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 1, London",TW1 1,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 2, London",TW1 2,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 3, London",TW1 3,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 4, London",TW1 4,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 5, London",TW1 5,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 6, London",TW1 6,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 7, London",TW1 7,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 8, London",TW1 8,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"70, Heath Road, TW1 9, London",TW1 9,,,51.4453513,-0.3331004,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW13 7, London",SW13 7,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 0, London",SW14 0,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 2, London",SW14 2,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 3, London",SW14 3,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 4, London",SW14 4,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 5, London",SW14 5,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 6, London",SW14 6,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 7, London",SW14 7,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 8, London",SW14 8,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Domino's,pizza,"188A, Upper Richmond Road West, SW14 9, London",SW14 9,,,51.4651699,-0.263332,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 0, London",TW9 0,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 1, London",TW9 1,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 2, London",TW9 2,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 3, London",TW9 3,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 4, London",TW9 4,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 7, London",TW9 7,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Farmhouse Pizza Richmond,pizza,"1, The Parade, TW9 9, London",TW9 9,,https://farmhouserichmond.co.uk/Info/main/key-5545d167,51.4675746,-0.2841721,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"20, Hill Street, TW9 6, London",TW9 6,,,51.4591071,-0.3059623,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"20, Hill Street, TW9 8, London",TW9 8,,,51.4591071,-0.3059623,OpenStreetMap,False,,
HIGH,Cooking Oil,Five Guys,burger,"46-48, Putney High Street, SW15 6, London",SW15 6,+44 20 8789 3004,,51.4648433,-0.2151195,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 0, London",TW1 0,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 1, London",TW1 1,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 2, London",TW1 2,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 3, London",TW1 3,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 4, London",TW1 4,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 5, London",TW1 5,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 6, London",TW1 6,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 7, London",TW1 7,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 8, London",TW1 8,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Folded,pizza,"1, London Road, TW1 9, London",TW1 9,,,51.4467475,-0.3283597,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza;italian,"8, Red Lion Street, TW9 6, London",TW9 6,,,51.4593002,-0.3049029,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza;italian,"8, Red Lion Street, TW9 8, London",TW9 8,,,51.4593002,-0.3049029,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza;italian,"8, Red Lion Street, TW10 4, London",TW10 4,,,51.4593002,-0.3049029,OpenStreetMap,False,,
HIGH,Cooking Oil,Franco Manca,pizza,"28, Putney High Street, SW15 6, London",SW15 6,,https://www.francomanca.co.uk/restaurants/putney/,51.4653162,-0.2147983,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 0, London",TW1 0,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 1, London",TW1 1,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 2, London",TW1 2,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 3, London",TW1 3,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 4, London",TW1 4,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 5, London",TW1 5,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 6, London",TW1 6,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 7, London",TW1 7,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 8, London",TW1 8,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,German Doner Kebabs,kebab,"12-16, York Street, TW1 9, London",TW1 9,,,51.4469867,-0.3277374,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 0, London",TW2 0,,,51.4504586,-0.3788691,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 1, London",TW2 1,,,51.4504586,-0.3788691,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 2, London",TW2 2,,,51.4504586,-0.3788691,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 3, London",TW2 3,,,51.4504586,-0.3788691,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 4, London",TW2 4,,,51.4504586,-0.3788691,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 5, London",TW2 5,,,51.4504586,-0.3788691,OpenStreetMap,False,,
HIGH,Cooking Oil,Golden Carp,fish_and_chips,"654, Hanworth Road, TW2 6, London",TW2 6,,,51.4504586,-0.3788691,OpenStreetMap,False,,
